
==========================================================================================
SOFTMAX GOLDEN MODEL -- TEST SUMMARY
==========================================================================================
MSE target  : <= 0.025
Avg MSE     : 1.026383e-04
Max MSE     : 8.580966e-03
Overall     : ALL PASS
==========================================================================================
Test  0 | bin neg_extreme  N=8  LOW      | N= 8 | MSE=1.8891e-04 | MAE=8.6976e-03 | MaxAE=3.3653e-02 | Sum_hw=1.0004 | PASS
Test 1029 | rand-979 N=265                 | N=265 | MSE=2.5228e-06 | MAE=1.2472e-04 | MaxAE=2.4560e-02 | Sum_hw=0.9669 | PASS
Test 1030 | rand-980 N=52                  | N=52 | MSE=9.0039e-05 | MAE=1.3161e-03 | MaxAE=6.8425e-02 | Sum_hw=0.9316 | PASS
Test 1031 | rand-981 N=454                 | N=454 | MSE=7.6388e-06 | MAE=1.9075e-04 | MaxAE=4.5662e-02 | Sum_hw=0.9874 | PASS
Test 1032 | rand-982 N=140                 | N=140 | MSE=4.9048e-05 | MAE=2.1469e-03 | MaxAE=5.6517e-02 | Sum_hw=1.2989 | PASS
Test 1033 | rand-983 N=150                 | N=150 | MSE=2.3549e-05 | MAE=6.5062e-04 | MaxAE=4.9071e-02 | Sum_hw=0.9326 | PASS
Test 1034 | rand-984 N=389                 | N=389 | MSE=9.0593e-06 | MAE=2.5923e-04 | MaxAE=5.4229e-02 | Sum_hw=1.0922 | PASS
Test 1035 | rand-985 N=97                  | N=97 | MSE=4.8283e-05 | MAE=7.0552e-04 | MaxAE=6.8436e-02 | Sum_hw=0.9316 | PASS
Test 1036 | rand-986 N=185                 | N=185 | MSE=1.0359e-05 | MAE=2.8299e-04 | MaxAE=4.2701e-02 | Sum_hw=0.9476 | PASS
Test 1037 | rand-987 N=293                 | N=293 | MSE=2.7358e-06 | MAE=4.1158e-04 | MaxAE=1.9100e-02 | Sum_hw=1.1135 | PASS
Test 1038 | rand-988 N=491                 | N=491 | MSE=2.0990e-06 | MAE=1.5661e-04 | MaxAE=2.3159e-02 | Sum_hw=0.9353 | PASS
Test 1039 | rand-989 N=323                 | N=323 | MSE=2.0500e-06 | MAE=1.2656e-04 | MaxAE=1.9729e-02 | Sum_hw=0.9591 | PASS
Test 1040 | rand-990 N=390                 | N=390 | MSE=6.6345e-06 | MAE=2.6448e-04 | MaxAE=4.0694e-02 | Sum_hw=1.0314 | PASS
Test 1041 | rand-991 N=149                 | N=149 | MSE=4.5016e-05 | MAE=7.6522e-04 | MaxAE=7.4084e-02 | Sum_hw=1.0341 | PASS
Test 1042 | rand-992 N=344                 | N=344 | MSE=1.1609e-05 | MAE=2.5651e-04 | MaxAE=5.5640e-02 | Sum_hw=1.0230 | PASS
Test 1043 | rand-993 N=453                 | N=453 | MSE=1.4185e-06 | MAE=2.7691e-04 | MaxAE=1.4999e-02 | Sum_hw=1.1201 | PASS
Test 1044 | rand-994 N=91                  | N=91 | MSE=4.3289e-05 | MAE=7.1297e-04 | MaxAE=6.2727e-02 | Sum_hw=0.9351 | PASS
Test 1045 | rand-995 N=125                 | N=125 | MSE=1.2463e-05 | MAE=5.0938e-04 | MaxAE=2.9930e-02 | Sum_hw=0.9859 | PASS
Test 1046 | rand-996 N=373                 | N=373 | MSE=1.2477e-05 | MAE=2.7268e-04 | MaxAE=5.6638e-02 | Sum_hw=1.0116 | PASS
Test 1047 | rand-997 N=375                 | N=375 | MSE=3.0690e-05 | MAE=5.1111e-04 | MaxAE=8.9871e-02 | Sum_hw=1.1865 | PASS
Test 1048 | rand-998 N=346                 | N=346 | MSE=1.6742e-06 | MAE=1.8101e-04 | MaxAE=1.3615e-02 | Sum_hw=0.9646 | PASS
Test 1049 | rand-999 N=499                 | N=499 | MSE=2.4311e-06 | MAE=1.7567e-04 | MaxAE=2.9700e-02 | Sum_hw=1.0339 | PASS
